Receipt Text,Receipt JSON,Merchant Name,Merchant Category,Items
"Welcome to Dunkin'
Store <UNKNOWN> 358740
132 Christiana Mall
Newark, DE 19702
(302) 318-0072
197826 One
CHK 7089
7/10/2023 5:25 PM
Eat In
1 1 Donut
2.49
Cash
$5.00
Subtotal
$2.49
Payment
$2.49
Change Due
$2.51
Check Closed
7/10/2023 5:25 PM
Donut forget to tell us about
today's visit! Talk to us at
<UNKNOWN>
within 3 days and receive a
FREE CLASSIC DONUT
on your next visit when you
purchase a Medium or Larger Beverage
See restrictions on dunkindonuts.com
Survey Code: 08901-58740-1707-1030
Additional Discounts Will Not Be
Applied to Promotional Offers
Thank You. Come Back Again.
Additional Discounts Will Not Be
Applied to Promotional Offer
","{
    ""ReceiptInfo"": {
        ""merchant"": ""Dunkin'"",
        ""address"": ""132 Christiana Mall"",
        ""city"": ""Newark"",
        ""state"": ""DE"",
        ""phoneNumber"": ""(302) 318-0072"",
        ""tax"": 0.0,
        ""total"": 2.49,
        ""receiptDate"": ""7/10/2023"",
        ""receiptTime"": ""5:25 PM"",
        ""ITEMS"": [
            {
                ""description"": ""Donut"",
                ""quantity"": 1,
                ""unitPrice"": 2.49,
                ""totalPrice"": 2.49,
                ""discountAmount"": 0.0
            }
        ]
    }
}",Dunkin',Restaurants and Food Services,"[
    {
        ""Name"": ""Donut"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"the
COUNTER
CUSTOM <UNKNOWN>
THE COUNTER
4211 Waialae Ave
Honolulu, HI 96816
171 Tyler N
Tbl 62/1
Chk 6008
Gst 2
Mar27'23 07:00PM
DINE IN
1 Fries & Sweets
10.00
1 Purist
12.50
THIN PINK CENTER
W/ No Side
1 Beef 1/3
14.50
THIN PINK CENTER
W/ No Side
SUBTOTAL
37.00
TAX
1.74
07:31PM TOTAL DUE
38.74
Hope you enjoyed your
Custom Built Burger!
See you again soon.
Tell us how we did at :
talktous@thecounter.com
","{
    ""ReceiptInfo"": {
        ""merchant"": ""THE COUNTER"",
        ""address"": ""4211 Waialae Ave"",
        ""city"": ""Honolulu"",
        ""state"": ""HI"",
        ""phoneNumber"": """",
        ""tax"": 1.74,
        ""total"": 37.0,
        ""receiptDate"": ""Mar27'23"",
        ""receiptTime"": ""07:00PM"",
        ""ITEMS"": [
            {
                ""description"": ""Fries & Sweets"",
                ""quantity"": 1,
                ""unitPrice"": 10.0,
                ""totalPrice"": 10.0,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""Purist"",
                ""quantity"": 1,
                ""unitPrice"": 12.5,
                ""totalPrice"": 12.5,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""Beef 1/3"",
                ""quantity"": 1,
                ""unitPrice"": 14.5,
                ""totalPrice"": 14.5,
                ""discountAmount"": 0.0
            }
        ]
    }
}",THE COUNTER,Restaurants and Food Services,"[
    {
        ""Name"": ""Fries & Sweets"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""Purist"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""Beef 1/3"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"SAFEWAY
<UNKNOWN>
Store 204 Dir Chris Brannum
Main (808) 988-2058
2855 East Manoa Road
HONOLULU HI 96822
REFRIG/FROZEN
HAAGEN DAZS
0.00 B
Regular Price
7.49
Member Savings
7.49-
HAAGEN DAZS COFFEEAC
7.49 B
MISCELLANEOUS
MR
RCYCBLE BAG CHARGE
0.15 T
TAX
0.36
**** BALANCE
8.00
Credit Purchase 07/30/22 11:46
CARD #
5161
REF: 504628451610 AUTH: 0008896A
PAYMENT AMOUNT
8.00
AL
AID A0000000031010
TVR 0000000000
TSI 0000
Visa
8.00
CHANGE
0.00
TOTAL NUMBER OF ITEMS SOLD =
2
07/30/22 11:46 204 51 37
8851
POINTS EARNED TODAY
Base Points 7
Total 7
Points Towards Next Reward 37 of 100
REWARDS AVAILABLE
1
YOUR CASHIER TODAY WAS SELF
YOUR SAVINGS
Member Savings
7.49
Total
7.49
Total Savings Value
50%
00020405100372207301146
Thank you for shopping <UNKNOWN>
For SAFEWAY FOR U questions call
877-276-9637 or Safeway.com/foru
","{
    ""ReceiptInfo"": {
        ""merchant"": ""SAFEWAY"",
        ""address"": ""2855 East Manoa Road"",
        ""city"": ""HONOLULU"",
        ""state"": ""HI"",
        ""phoneNumber"": ""(808) 988-2058"",
        ""tax"": 0.36,
        ""total"": 7.49,
        ""receiptDate"": ""07/30/22"",
        ""receiptTime"": ""11:46"",
        ""ITEMS"": [
            {
                ""description"": ""HAAGEN DAZS"",
                ""quantity"": 1,
                ""unitPrice"": 7.49,
                ""totalPrice"": 7.49,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""HAAGEN DAZS COFFEEAC"",
                ""quantity"": 1,
                ""unitPrice"": 7.49,
                ""totalPrice"": 7.49,
                ""discountAmount"": 0.0
            }
        ]
    }
}",SAFEWAY,Grocery and Supermarket,"[
    {
        ""Name"": ""HAAGEN DAZS"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""HAAGEN DAZS COFFEEAC"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"WHOLE FOODS
MARKET
Queen QUE 808-379-1800
388 Kamakee St Ste 100
Honolulu, HI 96814 5200
SWBCO SHR SUNSCREEN SPRY
$19.99 T
*Sale*
$14.99
-$5.00
Prime Extra 10%
-$1.50
Subtotal:
$19.99
Total Savings:
-$6.50
Net Sales:
$13.49
Tax:
4.71%
$0.64
Total:
$14.13
Sold Items:
1
Paid:
VISA
*2130 $14.13
Chip Card:VISA CREDIT
Chip Card AID:A0000000031010
<UNKNOWN> All returns require a receipt.
No returns on items purchased after
90 days. For additional information
please visit wfm.com/returns.
Earn 5% back at Whole Foods Market
with Prime Visa
and an eligible Prime membership
Learn more at amazon.com/wfmvisa
HOW WAS YOUR SHOPPING EXPERIENCE?
Go to: http://www.wfm.com/feedback
ENTER FOR A CHANCE TO WIN A $250 GIFT CARD
Your Total Savings
$6.50
206 19806 06/23/2023 05:26 PM
63011061520619806062320230
<UNKNOWN>
Thanks for shopping at Whole Foods Market
WholeFoodsMarket.com
","{
    ""ReceiptInfo"": {
        ""merchant"": ""WHOLE FOODS MARKET"",
        ""address"": ""388 Kamakee St Ste 100"",
        ""city"": ""Honolulu"",
        ""state"": ""HI"",
        ""phoneNumber"": ""808-379-1800"",
        ""tax"": 0.64,
        ""total"": 14.13,
        ""receiptDate"": ""06/23/2023"",
        ""receiptTime"": ""05:26 PM"",
        ""ITEMS"": [
            {
                ""description"": ""SWBCO SHR SUNSCREEN SPRY"",
                ""quantity"": 1,
                ""unitPrice"": 14.99,
                ""totalPrice"": 9.99,
                ""discountAmount"": 5.0
            }
        ]
    }
}",WHOLE FOODS MARKET,Health and Beauty,"[
    {
        ""Name"": ""SWBCO SHR SUNSCREEN SPRY"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"<UNKNOWN>
<UNKNOWN>
SELF CHECKOUT
KAHEKA STORE
Ph # 973-4800
SALE
MID:
XXXXXXX
TID:
XXXXXX
09/29/2023
22:20:44
Entry Method:
Chip
Seq #: 442654
Approval Code:
03076R
Discover Credit
CARD <UNKNOWN>
<UNKNOWN>
AID:
A0000001523010
TVR:
0800008000
IAD:
0105600003C0000000000000000000
TSI:
E800
ARC: 03076R
TC:
CAAFCOCA793D792D
RRN:
204400130
Total:
USD$ 7.62
APPROVED BY ISSUER
CONFECTIONARY
Plu# 2819000257
JOLLYTIME POPCORN
$3.79 T F
VARIETY
POPCORN BAGS 10 PK
$3.49 T
BALANCE DUE
$7.62
Discover
$7.62
Auth Code = 03076R
CHANGE
$0.00
4.712% Tax
TAX
$7.28
$0.34
Total number of items sold = 2
<UNKNOWN>
#9467
22:20:51
29SEP2023
S04751
R044
ELECTRONIC & APPLIANCE RETURN POLICY
14-Day Return Period 4565351
Product Packaging/Box Must Be Unopened
and Undamaged
Original Register Receipt Or Purchase
Sticker Required
(See Salesperson Or Cashier For Details)
<UNKNOWN>
","{
    ""ReceiptInfo"": {
        ""merchant"": ""KAHEKA STORE"",
        ""address"": ""<UNKNOWN>"",
        ""city"": ""<UNKNOWN>"",
        ""state"": ""<UNKNOWN>"",
        ""phoneNumber"": ""Ph # 973-4800"",
        ""tax"": 0.34,
        ""total"": 7.62,
        ""receiptDate"": ""09/29/2023"",
        ""receiptTime"": ""22:20:44"",
        ""ITEMS"": [
            {
                ""description"": ""JOLLYTIME POPCORN VARIETY POPCORN BAGS 10 PK"",
                ""quantity"": 1,
                ""unitPrice"": 3.49,
                ""totalPrice"": 3.49,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""CONFECTIONARY"",
                ""quantity"": 1,
                ""unitPrice"": 3.79,
                ""totalPrice"": 3.79,
                ""discountAmount"": 0.0
            }
        ]
    }
}",KAHEKA STORE,Grocery and Supermarket,"[
    {
        ""Name"": ""JOLLYTIME POPCORN VARIETY POPCORN BAGS 10 PK"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""CONFECTIONARY"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"Give us feedback @ <UNKNOWN>
Thank you! ID <UNKNOWN> 7SKVWK16NKHN
Walmart
Wal-Mart
808-955-8441 Mgr. WALTER
700 KEEAUMOKU ST
HONOLULU <UNKNOWN> 96814
ST# 03478 OP# 009048 TE# 48 TR# 02919
# ITEMS SOLD 2
TC# 3957 7913 7761 8709 1806
PREP PROD CH 078742353240 F
2.38 T
GV CHK MOZZ 078742430190 F
4.42 T
SUBTOTAL
6.80
TAX1
4.7120 %
0.32
TOTAL
7.12
DISCOVER TEND
7.12
CHANGE DUE
0.00
DISCOVER- 9365 I 1 APPR#00821R
7.12 TOTAL PURCHASE
REF # U768IJ231393
AID A0000001523010
TC 2B5BF86244C995D0
TERMINAL # 27600502
*No Signature Required
10/08/23
12:20:17
<UNKNOWN>
Walmart
Become a
member today
Scan <UNKNOWN> 30-day free trial.
Low prices You Can Trust. Every Day.
10/08/23
12:20:23
","{
    ""ReceiptInfo"": {
        ""merchant"": ""Walmart"",
        ""address"": ""700 KEEAUMOKU ST"",
        ""city"": ""HONOLULU"",
        ""state"": ""UNKNOWN"",
        ""phoneNumber"": ""808-955-8441"",
        ""tax"": 0.32,
        ""total"": 7.12,
        ""receiptDate"": ""10/08/23"",
        ""receiptTime"": ""12:20:17"",
        ""ITEMS"": [
            {
                ""description"": ""PREP PROD CH"",
                ""quantity"": 1,
                ""unitPrice"": 2.38,
                ""totalPrice"": 2.38,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""GV CHK MOZZ"",
                ""quantity"": 1,
                ""unitPrice"": 4.42,
                ""totalPrice"": 4.42,
                ""discountAmount"": 0.0
            }
        ]
    }
}",Walmart,Grocery and Supermarket,"[
    {
        ""Name"": ""PREP PROD CH"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""GV CHK MOZZ"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"Give us feedback @ <UNKNOWN>
Thank you! ID #:7SKY8L16NJTK
<UNKNOWN>
Wal-Mart
808-955-8441 Mgr. WALTER
700 KEEAUMOKU ST
HONOLULU HI 96814
ST# 03478 OP# 009043 TE# 43 TR# 02265
# ITEMS SOLD 1
TC# 1060 4384 2409 2258 2280
OV UH RF JUG 093966009580 F
9.58 T
<UNKNOWN>
SUBTOTAL
9.58
<UNKNOWN>
4.7120 %
0.45
TOTAL
10.03
DISCOVER TEND
10.03
CHANGE DUE
0.00
DISCOVER CREDIT- 0757 I 1 APPR#03179R
10.03 TOTAL PURCHASE
REF # 330400065854
AID A0000001523010
TC <UNKNOWN>
TERMINAL # 27081511
*No Signature Required
10/31/23
12:23:50
Walmart
Become a
member today
<UNKNOWN> for 30-day free trial.
Low prices You Can Trust. Every Day.
10/31/23
12:23:56
","{
    ""ReceiptInfo"": {
        ""merchant"": ""Wal-Mart"",
        ""address"": ""700 KEEAUMOKU ST"",
        ""city"": ""HONOLULU"",
        ""state"": ""HI"",
        ""phoneNumber"": ""808-955-8441"",
        ""tax"": 0.45,
        ""total"": 10.03,
        ""receiptDate"": ""10/31/23"",
        ""receiptTime"": ""12:23:50"",
        ""ITEMS"": [
            {
                ""description"": ""OV UH RF JUG"",
                ""quantity"": 1,
                ""unitPrice"": 9.58,
                ""totalPrice"": 9.58,
                ""discountAmount"": 0.0
            }
        ]
    }
}",Wal-Mart,Grocery and Supermarket,"[
    {
        ""Name"": ""OV UH RF JUG"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"WHOLE FOODS
MARKET
Queen QUE 808-379-1800
388 Kamakee St Ste 100
Honolulu, HI 96814 5200
PFD BTRNUT SOUP OG
2
@ $5.39 ea
$10.78 FT
*Sale*
@ $4.99 ea
-$0.80
Prime Extra 10%
-$1.00
PFD OG CRMY CARROT SOUP
$5.29 FT
*Sale*
$4.99
-$0.30
Prime Extra 10%
-$0.50
365WFM BREADED CALAMARI
2
@
$6.79 ea
$13.58 FT
VTACO CCNUT WT
$6.29 FT
*Sale*
$4.39
-$1.90
Prime Extra 10%
<UNKNOWN>
CARROT GINGER SOUP
$8.49 FT
OG CAULIFLOWER
2
@
$5.99 ea
$11.98 FT
CIABATTA BREAD
$3.99 FT
BAG FEE
FT
1 EACH
Subtotal:
$60.40
Total Savings:
-$4.94
Net Sales:
$55.46
Tax:
$0.15EA
$0.15
Tax:
4.71%
$2.61
Total:
$58.22
Sold Items:
11
Paid:
VISA
*2925 $58.22
Chip Card:VISA CREDIT
Chip Card AID:A0000000031010
RETURNS: All returns require a receipt.
No returns on items purchased after
90 days. For additional information
please visit wfm.com/returns.
Earn 5% Back at Whole Foods Market
with the Amazon Prime Rewards Visa.
Learn more at amazon.com/wfmvisa
HOW WAS YOUR SHOPPING EXPERIENCE?
Go to: http://www.wfm.com/feedback
ENTER FOR A CHANCE TO WIN A $250 GIFT CARD
Your Total Savings
$4.94
210 79028 05/04/2022 04:24 PM
63011061521079028050420220
MPEIPGDJES
Thanks for shopping at Whole Foods Market
WholeFoodsMarket.com
","{
    ""ReceiptInfo"": {
        ""merchant"": ""WHOLE FOODS MARKET"",
        ""address"": ""388 Kamakee St Ste 100"",
        ""city"": ""Honolulu"",
        ""state"": ""HI"",
        ""phoneNumber"": ""808-379-1800"",
        ""tax"": 2.61,
        ""total"": 58.22,
        ""receiptDate"": ""05/04/2022"",
        ""receiptTime"": ""04:24 PM"",
        ""ITEMS"": [
            {
                ""description"": ""PFD BTRNUT SOUP OG"",
                ""quantity"": 2,
                ""unitPrice"": 5.39,
                ""totalPrice"": 10.78,
                ""discountAmount"": 0.8
            },
            {
                ""description"": ""PFD OG CRMY CARROT SOUP"",
                ""quantity"": 1,
                ""unitPrice"": 5.29,
                ""totalPrice"": 4.99,
                ""discountAmount"": 0.3
            },
            {
                ""description"": ""365WFM BREADED CALAMARI"",
                ""quantity"": 2,
                ""unitPrice"": 6.79,
                ""totalPrice"": 13.58,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""VTACO CCNUT WT"",
                ""quantity"": 1,
                ""unitPrice"": 6.29,
                ""totalPrice"": 4.39,
                ""discountAmount"": 1.9
            },
            {
                ""description"": ""CARROT GINGER SOUP"",
                ""quantity"": 1,
                ""unitPrice"": 8.49,
                ""totalPrice"": 8.49,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""OG CAULIFLOWER"",
                ""quantity"": 2,
                ""unitPrice"": 5.99,
                ""totalPrice"": 11.98,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""CIABATTA BREAD"",
                ""quantity"": 1,
                ""unitPrice"": 3.99,
                ""totalPrice"": 3.99,
                ""discountAmount"": 0.0
            }
        ]
    }
}",WHOLE FOODS MARKET,Grocery and Supermarket,"[
    {
        ""Name"": ""PFD BTRNUT SOUP OG"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""PFD OG CRMY CARROT SOUP"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""365WFM BREADED CALAMARI"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""VTACO CCNUT WT"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""CARROT GINGER SOUP"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""OG CAULIFLOWER"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""CIABATTA BREAD"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"University of Hawaii - Manoa Bookstore
2465 Campus Road
Honolulu, HI 96822
808-956-9645
001 Manoa PrismPOS <UNKNOWN>
MAN-00310284-25 001 University of Hawaii Manoa Manoa Reg
05/22/2023 22:40
TAOC
Qty Description
Tax Sale Price
SKU
Cat # / ISBN
1 PAD TRACING 11X14
N N $5.95
11560326 (N)
SM370-11
<UNKNOWN>
$5.95
Taxes:
NOT TAXABLE
$0.00
Tax <UNKNOWN>
$0.00
<UNKNOWN>
$5.95
<UNKNOWN>
CHARGE CARDS
<UNKNOWN> 2130
<UNKNOWN>
Auth <UNKNOWN> 01198D
Invoice <UNKNOWN> 0100342017
Change Due:
$0.00
<UNKNOWN>
<UNKNOWN>
*MAN-00310284-25*
Last Day for Textbook
PURCHASE/RENTAL REFUNDS
(w/ receipt in saleable <UNKNOWN>
<UNKNOWN> No refunds, All Sales <UNKNOWN>
Summer <UNKNOWN> <UNKNOWN> Wednesday, May 24, 2023*
Summer <UNKNOWN> 2: Thursday, July 6,2023*
*Classes with alternative start dates:
last day for refund is 2 days after the
first day of class (e.g. Law <UNKNOWN>
*No refunds for short-term classes
<UNKNOWN>
Spring Rentals must be returned
no later than Monday, May <UNKNOWN> 2022
Summer Rentals must be returned
no later than Monday, August 14, 2023
Refund Policy (excluding <UNKNOWN>
14 calendar days from day of purchase to
return merchandise for a refund.
Receipts are required for all refunds and
<UNKNOWN>
Visit <UNKNOWN>
to view the full refund <UNKNOWN>
Mahalo for shopping with <UNKNOWN>
","{
    ""ReceiptInfo"": {
        ""merchant"": ""University of Hawaii - Manoa Bookstore"",
        ""address"": ""2465 Campus Road"",
        ""city"": ""Honolulu"",
        ""state"": ""HI"",
        ""phoneNumber"": ""808-956-9645"",
        ""tax"": 0.0,
        ""total"": 5.95,
        ""receiptDate"": ""05/22/2023"",
        ""receiptTime"": ""22:40"",
        ""ITEMS"": [
            {
                ""description"": ""PAD TRACING 11X14"",
                ""quantity"": 1,
                ""unitPrice"": 5.95,
                ""totalPrice"": 5.95,
                ""discountAmount"": 0.0
            }
        ]
    }
}",University of Hawaii - Manoa Bookstore,Entertainment and Leisure,"[
    {
        ""Name"": ""PAD TRACING 11X14"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"KOZO SUSHI
Kozo Sushi - Moilili
2334 South King Street
Honolulu, HI 96826
Take Out
Server: Manager P
Check #101
Ordered :
4/7/23 3:36 PM
2 Cucumber Maki
$3.98
1 Shrimp Tempura Hr
$3.30
Subtotal
$7.28
Tax
$0.33
Total
$7.61
Cash Tendered
$20.00
Change
$12.39
Powered by Toast
","{
    ""ReceiptInfo"": {
        ""merchant"": ""KOZO SUSHI"",
        ""address"": ""2334 South King Street"",
        ""city"": ""Honolulu"",
        ""state"": ""HI"",
        ""phoneNumber"": """",
        ""tax"": 0.33,
        ""total"": 7.61,
        ""receiptDate"": ""4/7/23"",
        ""receiptTime"": ""3:36 PM"",
        ""ITEMS"": [
            {
                ""description"": ""2 Cucumber Maki"",
                ""quantity"": 1,
                ""unitPrice"": 3.98,
                ""totalPrice"": 3.98,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""1 Shrimp Tempura Hr"",
                ""quantity"": 1,
                ""unitPrice"": 3.3,
                ""totalPrice"": 3.3,
                ""discountAmount"": 0.0
            }
        ]
    }
}",KOZO SUSHI,Restaurants and Food Services,"[
    {
        ""Name"": ""2 Cucumber Maki"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""1 Shrimp Tempura Hr"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"Got a sec? Let's connect.
ON
Tellthebell.com
BACK
Survey Code: 9810-1112-1984-0002
-
<UNKNOWN>
Taco Bell 001281
717 Kapahulu Ave
Honolulu, HI 96816
CASH
(808)737-7337
10/4/2023
7:09:19 PM
Order 144018
Cashier: IVORY A
<UNKNOWN>
2 Bean Burrito
3.78
2 No Red Sauce
0.00
<UNKNOWN>
2 NO Onion
0.00
2 Add Beef
2.20
BACK
SubTotal
5.98
<UNKNOWN>
Tax
0.28
Total
6.26
Visa
6.26
Acct : XXXXXXXX2130
$500
Approval : 07526D
CASH
Entry Mode: Contactless
APL:
VISA CREDIT
AID:
A0000000031010
TVR:
0000000000
TSI:
0000
IAD:
06021203A00000
ON
CVM:
NONE
Order Number 118
BACK
Total Items in Order: 2
-
$500
Start earning FREE rewards now.
CASH
Download the Taco Bell App &
Scan the barcode below to get your points
Terms and exclusions apply
<UNKNOWN>
6496654515283
ON
BACK
-
$500
","{
    ""ReceiptInfo"": {
        ""merchant"": ""Taco Bell 001281"",
        ""address"": ""717 Kapahulu Ave"",
        ""city"": ""Honolulu"",
        ""state"": ""HI"",
        ""phoneNumber"": ""(808)737-7337"",
        ""tax"": 0.28,
        ""total"": 6.26,
        ""receiptDate"": ""10/4/2023"",
        ""receiptTime"": ""7:09:19 PM"",
        ""ITEMS"": [
            {
                ""description"": ""2 Bean Burrito"",
                ""quantity"": 2,
                ""unitPrice"": 1.89,
                ""totalPrice"": 3.78,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""2 No Red Sauce"",
                ""quantity"": 2,
                ""unitPrice"": 0.0,
                ""totalPrice"": 0.0,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""2 NO Onion"",
                ""quantity"": 2,
                ""unitPrice"": 0.0,
                ""totalPrice"": 0.0,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""2 Add Beef"",
                ""quantity"": 2,
                ""unitPrice"": 1.1,
                ""totalPrice"": 2.2,
                ""discountAmount"": 0.0
            }
        ]
    }
}",Taco Bell 001281,Restaurants and Food Services,"[
    {
        ""Name"": ""2 Bean Burrito"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""2 No Red Sauce"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""2 NO Onion"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""2 Add Beef"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"SAFEWAY
<UNKNOWN>
Store 2944 Dir Albert Nitta
Main: <UNKNOWN> Rx : (808) 535-1785
1234 South Beretania
HONOLULU HI 96814
GROCERY
PETIT ECOLIR MLK
4.69 B
TAX
0.22
**** BALANCE
4.91
Credit Purchase 05/07/22 14:22
CARD #
***********2925
REF: 102242429250 AUTH: 0007322D
PAYMENT AMOUNT
4.91
AL VISA CREDIT
AID A0000000031010
TVR 0000000000
TSI 0000
Visa
4.91
CHANGE
0.00
TOTAL NUMBER OF ITEMS SOLD =
1
05/07/22 14:22 2944 53 134
8853
POINTS EARNED TODAY
Base Points 4
Total 4
Points Towards Next Reward 37 of 100
REWARDS AVAILABLE
2
YOUR CASHIER TODAY WAS SELF
00294405301342205071422
Thank you for shopping Safeway!
For SAFEWAY FOR U questions call
877-276-9637 or Safeway.com/foru
","{
    ""ReceiptInfo"": {
        ""merchant"": ""SAFEWAY"",
        ""address"": ""1234 South Beretania"",
        ""city"": ""HONOLULU"",
        ""state"": ""HI"",
        ""phoneNumber"": ""(808) 535-1785"",
        ""tax"": 0.22,
        ""total"": 4.91,
        ""receiptDate"": ""05/07/22"",
        ""receiptTime"": ""14:22"",
        ""ITEMS"": [
            {
                ""description"": ""PETIT ECOLIR MLK"",
                ""quantity"": 1,
                ""unitPrice"": 4.69,
                ""totalPrice"": 4.69,
                ""discountAmount"": 0.0
            }
        ]
    }
}",SAFEWAY,Grocery and Supermarket,"[
    {
        ""Name"": ""PETIT ECOLIR MLK"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"Give <UNKNOWN> feedback @ survey.walmart.com
Thank you! ID #:7SK6H516NJKF
Walmart
Wal-Mart
808-955-8441 Mgr. WALTER
700 KEEAUMOKU ST
HONOLULU HI 96814
ST# 03478 OP# 009044 TE# 44 TR# 02013
# ITEMS SOLD 7
TC# 4269 6867 6625 4531 2412
CALAMARI RNG 091372013090 F
6.34 T
ALMOND MILK
025293000980 F
3.58 T
SF CANDY
072965641750 F
3.48 X
SF CANDY
072965641750 F
3.48 X
SF CANDY
072965641750 F
3.48 X
SF CANDY
072965641750 F
3.48 X
COCONUT MILK 079800041240 F
1.64 T
SUBTOTAL
25.48
TAX1
4.7120 %
1.20
TOTAL
26.68
VISA TEND
26.68
CHANGE DUE
0.00
ACCOUNT #- 2130 F 0 APPR#05743D
26.68 TOTAL PURCHASE
REF # 322500340619
TRANS ID - 383225221380719
VALIDATION - DXK3
PAYMENT SERVICE - E
TERMINAL # 27084687
08/12/23
20:08:57
Walmart
Become a
member today
Scan for 30-day free trial.
Low prices You Can Trust. Every <UNKNOWN>
08/12/23
20:09:05
","{
    ""ReceiptInfo"": {
        ""merchant"": ""Walmart"",
        ""address"": ""700 KEEAUMOKU ST"",
        ""city"": ""HONOLULU"",
        ""state"": ""HI"",
        ""phoneNumber"": ""808-955-8441"",
        ""tax"": 1.2,
        ""total"": 26.68,
        ""receiptDate"": ""08/12/23"",
        ""receiptTime"": ""20:08:57"",
        ""ITEMS"": [
            {
                ""description"": ""CALAMARI RNG"",
                ""quantity"": 1,
                ""unitPrice"": 6.34,
                ""totalPrice"": 6.34,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""ALMOND MILK"",
                ""quantity"": 1,
                ""unitPrice"": 3.58,
                ""totalPrice"": 3.58,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""SF CANDY"",
                ""quantity"": 4,
                ""unitPrice"": 3.48,
                ""totalPrice"": 13.92,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""COCONUT MILK"",
                ""quantity"": 1,
                ""unitPrice"": 1.64,
                ""totalPrice"": 1.64,
                ""discountAmount"": 0.0
            }
        ]
    }
}",Walmart,Grocery and Supermarket,"[
    {
        ""Name"": ""CALAMARI RNG"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""ALMOND MILK"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""SF CANDY"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""COCONUT MILK"",
        ""Category"": ""Clothing and Apparel""
    }
]"
